has_reply,has_retweet,has_retweet_comment,has_like,a_follows_b,b_is_verified,a_is_verified,type,language,0
False,False,False,False,False,False,False,Retweet,3228B1FB4BC92E81EF2FE35BDA86C540,7.589005813046613e-05
False,False,False,False,False,False,False,Retweet,3AB05D6A4045A6C37D3E4566CFDFFE26,3.06526619158886e-05
False,False,False,False,False,False,False,Retweet,3DF931B225B690508A63FD24133FA0E2,3.436064521216545e-05
False,False,False,False,False,False,False,Retweet,3EA57373381A56822CBBC736169D0145,3.790382925082999e-06
False,False,False,False,False,False,False,Retweet,41776FB50B812A6775C2F8DEC92A9779,7.086368077329085e-05
False,False,False,False,False,False,False,Retweet,440116720BC3A7957E216A77EE5C18CF,1.1700747290473606e-05
False,False,False,False,False,False,False,Retweet,477ED2ED930405BF1DBF13F9BF973434,8.866200059541972e-05
False,False,False,False,False,False,False,Retweet,488B32D24BD4BB44172EB981C1BCA6FA,0.06023083267214498
False,False,False,False,False,False,False,Retweet,4B55C45CD308068E4D0913DEF1043AD6,0.000105059526727844
False,False,False,False,False,False,False,Retweet,4CA37504EF8BA4352B03DCBA50E98A45,9.484197275588113e-05
False,False,False,False,False,False,False,Retweet,59BE899EB83AAA19878738040F6828F0,3.114705968872551e-05
False,False,False,False,False,False,False,Retweet,5A0759FB938B1D9B1E08B7A3A14F1042,0.0010055226703214748
False,False,False,False,False,False,False,Retweet,5B210378BE9FFA3C90818C43B29B466B,4.449579955532216e-06
False,False,False,False,False,False,False,Retweet,5B6973BEB05212E396F3F2DC6A31B71C,0.0006533466568039804
False,False,False,False,False,False,False,Retweet,6744F8519308FD72D8C47BD45186303C,3.782142962202384e-05
False,False,False,False,False,False,False,Retweet,678E280656F6A0C0C23D5DFD46B85C14,4.342460438084218e-05
False,False,False,False,False,False,False,Retweet,6B90065EA806B8523C0A6E56D7A961B2,0.00017707680230442098
False,False,False,False,False,False,False,Retweet,7D11A7AA105DAB4D6799AF863369DB9C,0.00037088072925649083
False,False,False,False,False,False,False,Retweet,7E18F69967284BB0601E88A114B8F7A9,1.9281513140639603e-05
False,False,False,False,False,False,False,Retweet,7F4FAB1EB12CD95EDCD9DB2A6634EFCE,0.002306942407685842
False,False,False,False,False,False,False,Retweet,838A92D9F7EB57FB4A8B0C953A80C7EB,0.000343359253235236
False,False,False,False,False,False,False,Retweet,8729EBF694C3DAF61208A209C2A542C8,0.006250506242719478
False,False,False,False,False,False,False,Retweet,89CE0912454AFE0A1B959569C37A5B8F,6.781489450746323e-05
False,False,False,False,False,False,False,Retweet,914074E75CB398B5A2D81E1A51818CAA,9.228758426289042e-06
False,False,False,False,False,False,False,Retweet,99CA116BF6AA65D70F3C78BEBADC51F0,0.00027793394796315124
False,False,False,False,False,False,False,Retweet,9A78FC330083E72BE0DD1EA92656F3B5,0.0031900192296013745
False,False,False,False,False,False,False,Retweet,9FCF19233EAD65EA6E32C2E6DC03A444,0.012209564998351595
False,False,False,False,False,False,False,Retweet,A3E4360031A7E05E9279F4D504EE18DD,2.7768674907673275e-05
False,False,False,False,False,False,False,Retweet,A5CFB818D79497B482B7225887DBD3AD,0.0005823181767730773
False,False,False,False,False,False,False,Retweet,B0FA488F2911701DD8EC5B1EA5E322D8,0.013086626647364279
False,False,False,False,False,False,False,Retweet,B4DC2F82961F1263E90DF7A942CCE0B2,0.0017099570969852694
False,False,False,False,False,False,False,Retweet,B8B04128918BBF54E2E178BFF1ABA833,0.007095679235384181
False,False,False,False,False,False,False,Retweet,BAC6A3C2E18C26A77C99B41ECE1C738D,0.0001312626086882004
False,False,False,False,False,False,False,Retweet,BF04E736C599E9DE22F39F1DC157E1F1,3.155905783275628e-05
False,False,False,False,False,False,False,Retweet,C1E99BF67DDA2227007DE8038FE32470,6.863889079552475e-05
False,False,False,False,False,False,False,Retweet,C41F6D723AB5D14716D856DF9C000DED,1.1618347661667455e-05
False,False,False,False,False,False,False,Retweet,CF304ED3CFC1ADD26720B97B39900FFD,4.325980512322988e-05
False,False,False,False,False,False,False,Retweet,D7C16BC3C9A5A633D6A3043A567C95A6,9.854995605215798e-05
False,False,False,False,False,False,False,Retweet,D922D8FEA3EFAD3200455120B75BCEB8,0.00017592320750113485
False,False,False,False,False,False,False,Retweet,DA13A5C3763C212D9D68FC69102DE5E5,0.0005306536095116198
False,False,False,False,False,False,False,Retweet,DC5C9FB3F0B3B740BAEE4F6049C2C7F1,8.075163623002911e-06
False,False,False,False,False,False,False,Retweet,DE8A3755FCEDC549A408D7B1EB1A2C9F,7.992763994196759e-05
False,False,False,False,False,False,False,Retweet,E6936751CBF4F921F7DE1AEF33A16ED0,0.003222896681495029
False,False,False,False,False,False,False,Retweet,E7F038DE3EAD397AEC9193686C911677,0.025847692361315452
False,False,False,False,False,False,False,Retweet,E84BE2C963852FB065EE827F41A0A304,0.00015548809955720912
False,False,False,False,False,False,False,Retweet,F70598172AC4514B1E6818EA361AD580,7.481886295598616e-05
False,False,False,False,False,False,False,Retweet,F9D8F1DB5A398E1225A2C42E34A51DF6,1.5820728730781215e-05
False,False,False,False,False,False,False,TopLevel,00304D7356D6C64481190D708D8F739C,0.00034747923467554363
False,False,False,False,False,False,False,TopLevel,0BB2C843174730BA7D958C98B763A797,3.872782553889151e-06
False,False,False,False,False,False,False,TopLevel,105008E45831ADE8AF1DB888319F422A,4.070541663023916e-05
False,False,False,False,False,False,False,TopLevel,10C6C994C2AD434F9D49D4BE9CFBC613,9.484197275588113e-05
False,False,False,False,False,False,False,TopLevel,159541FA269CA8A9CDB93658CAEC4CA2,0.00017798319822128866
False,False,False,False,False,False,False,TopLevel,1F73BB863A39DB62B4A55B7E558DB1E8,0.008244412460570748
False,False,False,False,False,False,False,TopLevel,23686A079CA538645BF6118A1EF51C8B,0.00048632260921391003
False,False,False,False,False,False,False,TopLevel,2573A3CF633EBE6932A1E1010D5CD213,0.0013984865000980144
False,False,False,False,False,False,False,TopLevel,2F548E5BE0D7F678E72DDE31DFBEF8E7,0.001372860215539301
False,False,False,False,False,False,False,TopLevel,310ECD7D1E42216E3C1B31EFDDFC72A7,0.0026360465251376135
False,False,False,False,False,False,False,TopLevel,313ECD3A1E5BB07406E4249475C2D6D6,0.015494426200708851
False,False,False,False,False,False,False,TopLevel,3228B1FB4BC92E81EF2FE35BDA86C540,6.295331640790025e-05
False,False,False,False,False,False,False,TopLevel,37342508F52BF4B62CCE3BA25460F9EB,4.284780697919912e-06
False,False,False,False,False,False,False,TopLevel,3AB05D6A4045A6C37D3E4566CFDFFE26,4.606139250263905e-05
False,False,False,False,False,False,False,TopLevel,3DF931B225B690508A63FD24133FA0E2,6.583730341611557e-05
False,False,False,False,False,False,False,TopLevel,3EA57373381A56822CBBC736169D0145,1.0959150631218236e-05
False,False,False,False,False,False,False,TopLevel,41776FB50B812A6775C2F8DEC92A9779,0.00012582423318699434
False,False,False,False,False,False,False,TopLevel,440116720BC3A7957E216A77EE5C18CF,1.7468721306904257e-05
False,False,False,False,False,False,False,TopLevel,477ED2ED930405BF1DBF13F9BF973434,0.000142963355978674
False,False,False,False,False,False,False,TopLevel,488B32D24BD4BB44172EB981C1BCA6FA,0.061218474623015516
False,False,False,False,False,False,False,TopLevel,4B55C45CD308068E4D0913DEF1043AD6,0.00022503338626960154
False,False,False,False,False,False,False,TopLevel,4CA37504EF8BA4352B03DCBA50E98A45,0.00014906092851032924
False,False,False,False,False,False,False,TopLevel,59BE899EB83AAA19878738040F6828F0,7.144047817493391e-05
False,False,False,False,False,False,False,TopLevel,5A0759FB938B1D9B1E08B7A3A14F1042,0.0013119668898515546
False,False,False,False,False,False,False,TopLevel,5B6973BEB05212E396F3F2DC6A31B71C,0.0009892075438178566
False,False,False,False,False,False,False,TopLevel,6744F8519308FD72D8C47BD45186303C,5.207656540548816e-05
False,False,False,False,False,False,False,TopLevel,678E280656F6A0C0C23D5DFD46B85C14,2.7027078248417908e-05
False,False,False,False,False,False,False,TopLevel,6B90065EA806B8523C0A6E56D7A961B2,0.0003267145282163933
False,False,False,False,False,False,False,TopLevel,7D11A7AA105DAB4D6799AF863369DB9C,0.000544826345666278
False,False,False,False,False,False,False,TopLevel,7E18F69967284BB0601E88A114B8F7A9,3.098226043111321e-05
False,False,False,False,False,False,False,TopLevel,7F4FAB1EB12CD95EDCD9DB2A6634EFCE,0.0037125976754899914
False,False,False,False,False,False,False,TopLevel,838A92D9F7EB57FB4A8B0C953A80C7EB,0.0002557684478142963
False,False,False,False,False,False,False,TopLevel,8729EBF694C3DAF61208A209C2A542C8,0.004277776729471389
False,False,False,False,False,False,False,TopLevel,89CE0912454AFE0A1B959569C37A5B8F,9.3688377952595e-05
False,False,False,False,False,False,False,TopLevel,914074E75CB398B5A2D81E1A51818CAA,2.4390290126621036e-05
False,False,False,False,False,False,False,TopLevel,99CA116BF6AA65D70F3C78BEBADC51F0,0.00029705066184617854
False,False,False,False,False,False,False,TopLevel,9A78FC330083E72BE0DD1EA92656F3B5,0.005757344464314657
False,False,False,False,False,False,False,TopLevel,9FCF19233EAD65EA6E32C2E6DC03A444,0.006533054569895774
False,False,False,False,False,False,False,TopLevel,A3E4360031A7E05E9279F4D504EE18DD,3.164145746156243e-05
False,False,False,False,False,False,False,TopLevel,A5CFB818D79497B482B7225887DBD3AD,0.0006450242942945591
False,False,False,False,False,False,False,TopLevel,B0FA488F2911701DD8EC5B1EA5E322D8,0.01795224232873876
False,False,False,False,False,False,False,TopLevel,B4DC2F82961F1263E90DF7A942CCE0B2,0.0010699591800478858
False,False,False,False,False,False,False,TopLevel,B8B04128918BBF54E2E178BFF1ABA833,0.01474837996149795
False,False,False,False,False,False,False,TopLevel,BAC6A3C2E18C26A77C99B41ECE1C738D,0.0001868823581323531
False,False,False,False,False,False,False,TopLevel,BF04E736C599E9DE22F39F1DC157E1F1,4.1859011433525296e-05
False,False,False,False,False,False,False,TopLevel,C1E99BF67DDA2227007DE8038FE32470,6.097572531655259e-05
False,False,False,False,False,False,False,TopLevel,CF304ED3CFC1ADD26720B97B39900FFD,5.767974016430651e-05
False,False,False,False,False,False,False,TopLevel,D7C16BC3C9A5A633D6A3043A567C95A6,9.055719205796122e-05
False,False,False,False,False,False,False,TopLevel,D922D8FEA3EFAD3200455120B75BCEB8,0.00023302615026379829
False,False,False,False,False,False,False,TopLevel,DA13A5C3763C212D9D68FC69102DE5E5,0.0008330602472301983
False,False,False,False,False,False,False,TopLevel,DE8A3755FCEDC549A408D7B1EB1A2C9F,8.528361581436748e-05
False,False,False,False,False,False,False,TopLevel,E6936751CBF4F921F7DE1AEF33A16ED0,0.003704110513722958
False,False,False,False,False,False,False,TopLevel,E7F038DE3EAD397AEC9193686C911677,0.04293168980132378
False,False,False,False,False,False,False,TopLevel,E84BE2C963852FB065EE827F41A0A304,0.0002294005665963276
False,False,False,False,False,False,False,TopLevel,F33767F7D7080003F403FDAB34FEB755,1.1453548404055149e-05
False,False,False,False,False,False,False,TopLevel,F70598172AC4514B1E6818EA361AD580,0.00010019794862828102
False,False,False,False,False,False,False,TopLevel,F9D8F1DB5A398E1225A2C42E34A51DF6,3.06526619158886e-05
False,False,False,False,False,False,True,Quote,00304D7356D6C64481190D708D8F739C,3.609103741709464e-05
False,False,False,False,False,False,True,Quote,159541FA269CA8A9CDB93658CAEC4CA2,1.8127918337353474e-06
False,False,False,False,False,False,True,Quote,1F73BB863A39DB62B4A55B7E558DB1E8,0.00043095005865617577
False,False,False,False,False,False,True,Quote,23686A079CA538645BF6118A1EF51C8B,4.152941291830069e-05
False,False,False,False,False,False,True,Quote,2573A3CF633EBE6932A1E1010D5CD213,0.00010563632412948706
False,False,False,False,False,False,True,Quote,2F548E5BE0D7F678E72DDE31DFBEF8E7,8.075163623002911e-05
False,False,False,False,False,False,True,Quote,310ECD7D1E42216E3C1B31EFDDFC72A7,3.63382363035131e-05
False,False,False,False,False,False,True,Quote,313ECD3A1E5BB07406E4249475C2D6D6,0.0024426545963295745
False,False,False,False,False,False,True,Quote,3DF931B225B690508A63FD24133FA0E2,5.520775130012195e-06
False,False,False,False,False,False,True,Quote,488B32D24BD4BB44172EB981C1BCA6FA,0.013879475875737075
False,False,False,False,False,False,True,Quote,4B55C45CD308068E4D0913DEF1043AD6,3.386624743932853e-05
False,False,False,False,False,False,True,Quote,4CA37504EF8BA4352B03DCBA50E98A45,1.1535948032861301e-05
False,False,False,False,False,False,True,Quote,5A0759FB938B1D9B1E08B7A3A14F1042,0.00010687231856157934
False,False,False,False,False,False,True,Quote,5B6973BEB05212E396F3F2DC6A31B71C,1.104155026002439e-05
False,False,False,False,False,False,True,Quote,6B90065EA806B8523C0A6E56D7A961B2,6.921568819716781e-06
False,False,False,False,False,False,True,Quote,7D11A7AA105DAB4D6799AF863369DB9C,4.812138322279286e-05
False,False,False,False,False,False,True,Quote,7F4FAB1EB12CD95EDCD9DB2A6634EFCE,0.0001984183061652144
False,False,False,False,False,False,True,Quote,8729EBF694C3DAF61208A209C2A542C8,5.051097245817127e-05
False,False,False,False,False,False,True,Quote,89CE0912454AFE0A1B959569C37A5B8F,9.393557683901346e-06
False,False,False,False,False,False,True,Quote,99CA116BF6AA65D70F3C78BEBADC51F0,1.9363912769445755e-05
False,False,False,False,False,False,True,Quote,9A78FC330083E72BE0DD1EA92656F3B5,0.0002058342727577681
False,False,False,False,False,False,True,Quote,9FCF19233EAD65EA6E32C2E6DC03A444,5.965733125565416e-05
False,False,False,False,False,False,True,Quote,A5CFB818D79497B482B7225887DBD3AD,6.921568819716781e-06
False,False,False,False,False,False,True,Quote,B0FA488F2911701DD8EC5B1EA5E322D8,0.0013575338845813567
False,False,False,False,False,False,True,Quote,B4DC2F82961F1263E90DF7A942CCE0B2,0.00030594982175724295
False,False,False,False,False,False,True,Quote,B8B04128918BBF54E2E178BFF1ABA833,0.0016811172269031163
False,False,False,False,False,False,True,Quote,BAC6A3C2E18C26A77C99B41ECE1C738D,9.55835694151365e-06
False,False,False,False,False,False,True,Quote,C1E99BF67DDA2227007DE8038FE32470,4.367180326726064e-06
False,False,False,False,False,False,True,Quote,CF304ED3CFC1ADD26720B97B39900FFD,9.063959168676737e-07
False,False,False,False,False,False,True,Quote,D922D8FEA3EFAD3200455120B75BCEB8,2.4967087528264103e-05
False,False,False,False,False,False,True,Quote,DA13A5C3763C212D9D68FC69102DE5E5,3.221825486320549e-05
False,False,False,False,False,False,True,Quote,E6936751CBF4F921F7DE1AEF33A16ED0,0.00032160575123041184
False,False,False,False,False,False,True,Quote,E7F038DE3EAD397AEC9193686C911677,0.0015538922000264174
False,False,False,False,False,False,True,Quote,E84BE2C963852FB065EE827F41A0A304,1.104155026002439e-05
False,False,False,False,False,False,True,Quote,F70598172AC4514B1E6818EA361AD580,9.97035508554441e-06
False,False,False,False,False,False,True,Retweet,00304D7356D6C64481190D708D8F739C,0.00016990803459828574
False,False,False,False,False,False,True,Retweet,10C6C994C2AD434F9D49D4BE9CFBC613,9.393557683901346e-06
False,False,False,False,False,False,True,Retweet,159541FA269CA8A9CDB93658CAEC4CA2,9.063959168676736e-06
False,False,False,False,False,False,True,Retweet,1F73BB863A39DB62B4A55B7E558DB1E8,0.0017630224579364316
False,False,False,False,False,False,True,Retweet,23686A079CA538645BF6118A1EF51C8B,0.00019429832472490677
False,False,False,False,False,False,True,Retweet,2573A3CF633EBE6932A1E1010D5CD213,0.00038884384833623204
False,False,False,False,False,False,True,Retweet,2F548E5BE0D7F678E72DDE31DFBEF8E7,0.0002521428641468256
False,False,False,False,False,False,True,Retweet,310ECD7D1E42216E3C1B31EFDDFC72A7,0.00020566947350015576
False,False,False,False,False,False,True,Retweet,313ECD3A1E5BB07406E4249475C2D6D6,0.0016567269367764952
False,False,False,False,False,False,True,Retweet,3228B1FB4BC92E81EF2FE35BDA86C540,7.67964540473338e-05
False,False,False,False,False,False,True,Retweet,3AB05D6A4045A6C37D3E4566CFDFFE26,5.438375501206042e-06
False,False,False,False,False,False,True,Retweet,3DF931B225B690508A63FD24133FA0E2,6.921568819716781e-06
False,False,False,False,False,False,True,Retweet,41776FB50B812A6775C2F8DEC92A9779,2.760387565006097e-05
False,False,False,False,False,False,True,Retweet,488B32D24BD4BB44172EB981C1BCA6FA,0.0387036000480225
False,False,False,False,False,False,True,Retweet,4B55C45CD308068E4D0913DEF1043AD6,5.677334424743884e-05
False,False,False,False,False,False,True,Retweet,4CA37504EF8BA4352B03DCBA50E98A45,2.4967087528264103e-05
False,False,False,False,False,False,True,Retweet,59BE899EB83AAA19878738040F6828F0,5.6855743876244985e-06
False,False,False,False,False,False,True,Retweet,5A0759FB938B1D9B1E08B7A3A14F1042,0.00012376424246684053
False,False,False,False,False,False,True,Retweet,5B6973BEB05212E396F3F2DC6A31B71C,3.7739029993217686e-05
False,False,False,False,False,False,True,Retweet,6744F8519308FD72D8C47BD45186303C,2.406069161139643e-05
False,False,False,False,False,False,True,Retweet,678E280656F6A0C0C23D5DFD46B85C14,1.8539916481384235e-05
False,False,False,False,False,False,True,Retweet,6B90065EA806B8523C0A6E56D7A961B2,2.488468789945795e-05
False,False,False,False,False,False,True,Retweet,7D11A7AA105DAB4D6799AF863369DB9C,0.00011667787438951145
False,False,False,False,False,False,True,Retweet,7F4FAB1EB12CD95EDCD9DB2A6634EFCE,0.00037549510846963534
False,False,False,False,False,False,True,Retweet,838A92D9F7EB57FB4A8B0C953A80C7EB,6.163492234700181e-05
False,False,False,False,False,False,True,Retweet,8729EBF694C3DAF61208A209C2A542C8,0.0007818900777415778
False,False,False,False,False,False,True,Retweet,89CE0912454AFE0A1B959569C37A5B8F,1.301914135137204e-05
False,False,False,False,False,False,True,Retweet,99CA116BF6AA65D70F3C78BEBADC51F0,3.872782553889151e-05
False,False,False,False,False,False,True,Retweet,9A78FC330083E72BE0DD1EA92656F3B5,0.001041860906624988
False,False,False,False,False,False,True,Retweet,9FCF19233EAD65EA6E32C2E6DC03A444,0.0004124101421747915
False,False,False,False,False,False,True,Retweet,A5CFB818D79497B482B7225887DBD3AD,1.72215224204858e-05
False,False,False,False,False,False,True,Retweet,B0FA488F2911701DD8EC5B1EA5E322D8,0.004916456252347875
False,False,False,False,False,False,True,Retweet,B4DC2F82961F1263E90DF7A942CCE0B2,0.0013470691317229754
False,False,False,False,False,False,True,Retweet,B8B04128918BBF54E2E178BFF1ABA833,0.0030000880852031936
False,False,False,False,False,False,True,Retweet,BAC6A3C2E18C26A77C99B41ECE1C738D,3.691503370515617e-05
False,False,False,False,False,False,True,Retweet,C1E99BF67DDA2227007DE8038FE32470,1.4749533556301236e-05
False,False,False,False,False,False,True,Retweet,C41F6D723AB5D14716D856DF9C000DED,8.404762138227519e-06
False,False,False,False,False,False,True,Retweet,CF304ED3CFC1ADD26720B97B39900FFD,1.1123949888830541e-05
False,False,False,False,False,False,True,Retweet,D7C16BC3C9A5A633D6A3043A567C95A6,2.2247899777661083e-05
False,False,False,False,False,False,True,Retweet,D922D8FEA3EFAD3200455120B75BCEB8,4.243580883516836e-05
False,False,False,False,False,False,True,Retweet,DA13A5C3763C212D9D68FC69102DE5E5,9.33587794373704e-05
False,False,False,False,False,False,True,Retweet,E6936751CBF4F921F7DE1AEF33A16ED0,0.001298618149984958
False,False,False,False,False,False,True,Retweet,E7F038DE3EAD397AEC9193686C911677,0.004389428226503725
False,False,False,False,False,False,True,Retweet,E84BE2C963852FB065EE827F41A0A304,3.889262479650381e-05
False,False,False,False,False,False,True,Retweet,F70598172AC4514B1E6818EA361AD580,2.529668604348871e-05
False,False,False,False,False,False,True,TopLevel,00304D7356D6C64481190D708D8F739C,0.00031732097053249194
False,False,False,False,False,False,True,TopLevel,105008E45831ADE8AF1DB888319F422A,4.4495799555322165e-05
False,False,False,False,False,False,True,TopLevel,10C6C994C2AD434F9D49D4BE9CFBC613,3.782142962202384e-05
False,False,False,False,False,False,True,TopLevel,159541FA269CA8A9CDB93658CAEC4CA2,3.1476658203950126e-05
False,False,False,False,False,False,True,TopLevel,1F73BB863A39DB62B4A55B7E558DB1E8,0.004845262973059359
False,False,False,False,False,False,True,TopLevel,23686A079CA538645BF6118A1EF51C8B,0.0003137777864938274
False,False,False,False,False,False,True,TopLevel,2573A3CF633EBE6932A1E1010D5CD213,0.0009618508670542141
False,False,False,False,False,False,True,TopLevel,2F548E5BE0D7F678E72DDE31DFBEF8E7,0.0008759904538382036
False,False,False,False,False,False,True,TopLevel,310ECD7D1E42216E3C1B31EFDDFC72A7,0.000507993711589928
False,False,False,False,False,False,True,TopLevel,313ECD3A1E5BB07406E4249475C2D6D6,0.003455675632872409
False,False,False,False,False,False,True,TopLevel,3228B1FB4BC92E81EF2FE35BDA86C540,0.00018935434699653765
False,False,False,False,False,False,True,TopLevel,3AB05D6A4045A6C37D3E4566CFDFFE26,1.9528712027058062e-05
False,False,False,False,False,False,True,TopLevel,3DF931B225B690508A63FD24133FA0E2,2.2824697179304146e-05
False,False,False,False,False,False,True,TopLevel,3EA57373381A56822CBBC736169D0145,2.719187750603021e-06
False,False,False,False,False,False,True,TopLevel,41776FB50B812A6775C2F8DEC92A9779,8.371802286705059e-05
False,False,False,False,False,False,True,TopLevel,440116720BC3A7957E216A77EE5C18CF,1.301914135137204e-05
False,False,False,False,False,False,True,TopLevel,477ED2ED930405BF1DBF13F9BF973434,4.3507004009648335e-05
False,False,False,False,False,False,True,TopLevel,488B32D24BD4BB44172EB981C1BCA6FA,0.07233476134636709
False,False,False,False,False,False,True,TopLevel,4B55C45CD308068E4D0913DEF1043AD6,0.00013950257156881559
